ticker,period_end,duration,metric,value,currency,line_item,source_column,source_line,form,filing_date,source_url
NKE,2024-05-31,instant,short_term_investments,1722000000.0,USD,Short-term investments,2024,1688,10-K,2025-07-17,https://www.sec.gov/Archives/edgar/data/320187/000032018725000047/nke-20250531.htm
NKE,2025-05-31,annual,capital_expenditures,430000000.0,USD,"Additions to property, plant and equipment",2025,1706,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,cash_from_operations,3698000000.0,USD,Cash provided (used) by operations,2025,1701,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,cost_of_revenue,26519000000.0,USD,Cost of sales,2025,1596,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,depreciation_amortization,775000000.0,USD,Depreciation and amortization,2025,1691,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,dividends_paid,2300000000.0,USD,Dividends — common and preferred,2025,1713,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,gross_profit,19790000000.0,USD,Gross profit,2025,1597,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,income_tax_expense,666000000.0,USD,Income tax expense,2025,1604,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,interest_paid,389000000.0,USD,"Interest, net of capitalized interest",2025,1722,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,net_income,3219000000.0,USD,NET INCOME,2025,1605,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,pretax_income,3885000000.0,USD,Income before income taxes,2025,1603,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,revenue,46309000000.0,USD,Revenues,2025,1595,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,selling_general_admin,16088000000.0,USD,Total selling and administrative expense,2025,1600,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,stock_based_compensation,709000000.0,USD,Stock-based compensation,2025,1693,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
NKE,2025-05-31,annual,weighted_average_basic_shares,1484900000.0,shares,Basic,2025,1610,10-K,2026-07-15,https://www.sec.gov/Archives/edgar/data/320187/000032018726000088/nke-20260531.htm
